year,month,day,article number,words
2025,7,14,1,"[['livraison', 'arme', 'kiev', 'bénéfice', 'journaliste', 'français', 'donbas'], ['payer', 'arme', 'européen', 'trump', 'montrer', 'écarter', 'ligne', 'joe', 'biden', 'donner', 'gratuitement', 'déclarer', 'sputnik', 'afrique', 'christelle'], ['idée', 'tourner', 'complexe', 'militaro', 'industriel', 'payer'], ['devoir', 'aider', 'passer', 'pilule', 'électorat'], ['côté', 'europe', 'facture', 'risque', 'lourd'], ['financer', 'falloir', 'lever', 'impôt', 'supplémentaire', 'appliquer', 'politique', 'austérité', 'provoquer', 'désastre', 'voir', 'france', 'niveau', 'hôpital', 'école', 'infrastructure', 'vital'], ['paradoxe'], ['arme', 'changer', 'donne', 'champ', 'bataille', 'matériel', 'occidental', 'détruire', 'vitesse', 'impressionnant']]"
2025,7,14,2,"[['manifestation', 'internationaliste', 'guerre', 'guerre', 'guerre', 'frontière', 'tenir', 'pari'], ['initiative', 'marche', 'solidarité', 'manifestant', 'réunir', 'protester', 'colonialisme', 'militarisme', 'rapporter', 'correspondant', 'sputnik', 'afrique'], ['déployer', 'drapeau', 'palestinien', 'nigéria', 'cap', 'apporter', 'pancarte', 'lire', 'dégager'], ['capitalisme', 'socialisme', 'antifasciste', 'antiraciste', 'brûlon', 'frontière', 'régularisation'], ['faire', 'manifestation', 'commémorer', 'mémoire', 'tirailleur'], ['tirailleur', 'parent', 'grand', 'parent', 'venir', 'combattre', 'aider', 'france', 'reconstruire', 'guerre'], ['descendant', 'stigmatiser', 'traiter', 'voyou', 'expliquer', 'sputnik', 'afrique', 'manifestant', 'représentant', 'intercollectif']]"
2025,7,14,3,"[['dette', 'public', 'continuer', 'envoler', 'déficit', 'creux', 'compétitivité', 'entreprise', 'mettre', 'mal', 'fiscalité', 'lourd', 'france', 'continuer', 'économiste'], ['grand', 'temps', 'ouvrir', 'oeil', 'france', 'continuer', 'trajectoire', 'risquer', 'déclassement', 'économique', 'profond', 'alarme', 'expert']]"
2025,7,14,4,"[['russie', 'attendre', 'proposition', 'date', 'prochain', 'cycle', 'négociation', 'ukraine', 'kiev', 'presser'], ['déclaration', 'clé', 'kremlin'], ['russie', 'prêt', 'cycle', 'négociation', 'ukraine'], ['pays', 'européen', 'livrer', 'provocation', 'baltique'], ['raison', 'politique', 'agressif', 'pays', 'européen', 'côtier', 'climat', 'tension', 'régner', 'baltique'], ['russie', 'entendre', 'défendre', 'intérêt', 'légitime', 'baltique'], ['kremlin', 'recevoir', 'information', 'ministère', 'affaire', 'étranger', 'appel', 'comte', 'cheremetiev', 'souhaiter', 'quitter', 'france', 'russie']]"
2025,7,14,5,"[['brigitte', 'conteste', 'relaxe', 'appel', 'femme', 'propager', 'internet', 'rumeur', 'femme', 'transgenr'], ['avocat', 'indique', 'lundi', 'intention', 'pourvoir', 'cassation', 'rapporter', 'média']]"
2025,7,14,6,"[['confédération', 'état', 'sahel', 'gagner', 'perdre', 'quitter', 'uemoa', 'estime', 'analyste', 'nigérien'], ['pays', 'ae', 'claquer', 'porte', 'session', 'uemoa', 'juillet', 'togo'], ['attitude', 'uemoa', 'téléguider', 'france', 'occasion', 'état', 'ae', 'créer', 'monnaie', 'quitter', 'uemoa', 'aller', 'bric', 'déclarer', 'sputnik', 'afrique', 'issoufou', 'boubacar', 'kado', 'magagi'], ['opportunité', 'bric', 'ae', 'tirer', 'parti', 'coopération', 'économique', 'bric', 'promouvoir', 'monnaie', 'local', 'défier', 'hégémonie', 'dollar', 'euro', 'issoufou', 'kado'], ['pays', 'pays', 'partenaire', 'stratégique', 'confédération', 'état', 'sahel'], ['création', 'monnaie', 'propre', 'fondation', 'ae', 'prévoir', 'créer', 'monnaie', 'propre', 'rappeler', 'analyste'], ['permettre', 'ae', 'vendre', 'ressource', 'uranium', 'pétrole', 'utiliser', 'monnaie', 'renforcer', 'valeur', 'marché', 'international'], ['créer', 'monnaie', 'vendre', 'prospérer'], ['souveraineté', 'indépendance', 'souveraineté', 'atteinte', 'monnaie', 'contrôler', 'puissance', 'hostile', 'note', 'expert'], ['précaution', 'stratégie', 'analyste', 'mettre', 'garde', 'chef', 'état', 'sahélien', 'stratégie', 'imposer', 'banque', 'mondial', 'fmi', 'suggérer', 'importance', 'appuyer', 'économiste', 'local', 'refondation', 'république']]"
2025,7,13,1,"[['navire', 'part', 'gazer', 'tenter', 'briser', 'blocus', 'israélien'], ['juillet', 'handala', 'quitter', 'port', 'syracus', 'sicile', 'militant', 'bord', 'cargaison', 'aide', 'humanitaire'], ['semaine', 'intercepter', 'madeleine', 'empêcher', 'navire', 'atteindre', 'gazer'], ['bateau', 'transporter', 'médicament', 'nourriture'], ['faire', 'escale', 'gallipoli', 'italie', 'député', 'france', 'insoumis', 'embarquer'], ['député', 'gabriel', 'cathala', 'expliquer', 'objectif', 'clair', 'briser', 'blocus', 'gazer', 'rompre', 'silence', 'international', 'face', 'génocide']]"
2025,7,13,2,"[['france', 'royaume', 'uni', 'accuser', 'russie', 'effondrement', 'empire', 'colonial', 'poutine'], ['mémoire', 'historique', 'négativité', 'historique', 'persist', 'déclarer', 'entretien', 'journaliste', 'pavel', 'zaroubine'], ['rappeler', 'second', 'guerre', 'mondial', 'union', 'soviétique', 'œuvrer', 'destruction', 'empire'], ['aider', 'colonie', 'acquérir', 'indépendance', 'souveraineté', 'souligner', 'vladimir', 'poutine'], ['image', 'générer', 'ia']]"
2025,7,13,3,"[['folie'], ['critiquer', 'installer', 'qg', 'coalition', 'volontaire', 'pari'], ['florian', 'philippot', 'président', 'patriote', 'exprimer', 'opposition', 'x'], ['meilleur', 'moyen', 'faire', 'france', 'cible', 'but', 'accélérer', 'guerre', 'mondial'], [], ['soldat', 'français', 'partir', 'ukraine'], ['interroger', 'coût', 'force', 'militaire', 'censé', 'intervenir', 'ukraine'], ['installation', 'qg', 'piloter', 'france', 'royaume', 'uni', 'annoncer', 'juillet', 'réunion', 'virtuel', 'principal', 'dirigeant', 'soutenir', 'kiev'], ['an', 'pari', 'transférer', 'londres']]"
2025,7,12,1,"[['france', 'mener', 'croisade', 'liberté', 'expression', 'lancer', 'fondateur', 'telegram'], ['pavel', 'dourov', 'commenter', 'rapport', 'ouverture', 'france', 'procédure', 'pénal', 'réseau', 'social'], ['bureaucrate', 'français', 'mener', 'croisade', 'liberté', 'expression', 'progrès', 'technologique'], ['recours', 'poursuite', 'pénal', 'lieu', 'règle', 'clair', 'réguler', 'entreprise', 'internet', 'décourager', 'investissement', 'nuire', 'croissance', 'économique', 'pays', 'décennie', 'écrire', 'dourov', 'page'], ['politico', 'écrire', 'parquet', 'français', 'enquêter', 'x', 'suspecter', 'biaiser', 'algorithme', 'fin', 'ingérence', 'étranger']]"
2025,7,11,1,"[['principal', 'événement', 'monde', 'juillet', 'soir'], ['sergueï', 'lavrov', 'arriver', 'wonsan', 'nouveau', 'série', 'discussion', 'homologue', 'choe', 'song'], ['chef', 'défense', 'russe', 'andreï', 'belooussov', 'rendre', 'front', 'ukrainien', 'inspecter', 'troupe', 'engager', 'opération', 'militaire', 'spécial'], ['délégation', 'ambassadeur', 'africain', 'débarquer', 'région', 'kalouga', 'russie', 'découvrir', 'potentiel', 'économique', 'industriel', 'scientifique'], ['togo', 'promettre', 'lancer', 'mandat', 'arrêt', 'blogueur', 'influenceur', 'baser', 'étranger', 'france', 'accuser', 'diffuser', 'appel', 'insurrection'], ['brique', 'cocaïne', 'pur', 'valeur', 'md', 'fcfa', 'confisquer', 'semaine', 'point', 'contrôle', 'bamako']]"
2025,7,11,2,"[['pachinian', 'rapport', 'peuple', 'estime', 'membre', 'diaspora', 'arménien', 'france'], ['ministre', 'arménien', 'pied', 'poing', 'lier', 'rompre', 'russie', 'cause', 'alliance', 'occident', 'déclarer', 'sputnik', 'afrique', 'michel', 'abrahamian'], ['coup', 'attaquer', 'raison', 'intervention', 'samvel', 'karapetian', 'attaque', 'fondement', 'identité', 'arménien', 'pilier', 'défendre', 'identité', 'église', 'indique', 'chef', 'entreprise'], ['karapetian', 'véritable', 'patriote', 'fidèle', 'eglise', 'persécution', 'encontre', 'témoigner', 'espèce', 'panique', 'régime'], ['falloir', 'pashinyan', 'quitte', 'pouvoir'], ['solution', 'viable', 'arménie', 'changement', 'ministre', 'conclure']]"
2025,7,11,3,"[['victoire', 'historique', 'justice', 'français', 'avocat', 'journaliste', 'affirmer', 'brigitte', 'macron', 'relaxe', 'client'], ['cour', 'appel', 'pari', 'juger', 'natacha', 'rey', 'diffamer', 'féliciter', 'françois', 'danglehant', 'vidéo', 'obtenir', 'sputnik'], ['mensonge', 'conclure', 'mme', 'brigitte', 'trogneux', 'épousaille', 'réaliser', 'transition', 'genre'], ['rey', 'poursuivre', 'mme', 'brigitte', 'trogneux', 'trogneux', 'avocat', 'juge', 'déclarer', 'coupable', 'instance', 'escroquerie', 'jugement', 'bande', 'organiser']]"
2025,7,11,4,"[['russie', 'vrai', 'puissance', 'militaire', 'conventionnel', 'nucléaire', 'constater', 'chef', 'état', 'major', 'armée', 'français'], ['consacrer', 'effort', 'énorme', 'colossal', 'mal', 'imaginer'], ['russie', 'modèle', 'armée', 'complet', 'bout', 'ongle'], ['armée', 'russe', 'voir', 'capacité', 'manque', 'valoir', 'thierry', 'burkhard'], ['persuader', 'russie', 'continuer', 'réarmer', 'constituer', 'force', 'vrai', 'menace', 'frontière'], ['russie', 'désigner', 'france', 'adversaire', 'europe', 'insister', 'général'], ['part', 'moscou', 'reprise', 'assurer', 'intention', 'attaquer', 'pays', 'otan']]"
2025,7,11,5,"[['kremlin', 'propos', 'déploiement', 'contingent', 'militaire', 'européen', 'inacceptable', 'russie'], ['réagir', 'présidence', 'russe', 'projet', 'président', 'français', 'déployer', 'soldat', 'ukraine'], ['moscou', 'décevoir', 'signal', 'clair', 'cohérent', 'prendre', 'compte'], ['sentiment', 'conflictuel', 'antirusse', 'persister', 'europe']]"
2025,7,11,6,"[['sanction', 'américain', 'porter', 'atteinte', 'liberté', 'expression', 'onu'], ['réagir', 'commissaire', 'droit', 'homme', 'restriction', 'francesca', 'albanese', 'rapporteur', 'spécial', 'nation', 'unir', 'territoire', 'palestinien', 'occuper'], ['introduire', 'suite', 'critique', 'répéter', 'action', 'gazer', 'qualifier', 'génocide', 'soutien', 'mandat', 'arrêt', 'cpi', 'responsable', 'israélien', 'américain'], ['sanction', 'saper', 'droit', 'international', 'question', 'relatif', 'israël', 'protéger', 'restriction', 'indiquer', 'haïtham', 'abou', 'saïd', 'sputnik'], ['museler', 'onu', 'plateforme', 'international', 'suprême', 'inacceptable', 'envoyer', 'signal', 'négatif', 'organisation', 'international', 'ue', 'ligue', 'arabe', 'déclarer'], ['exprimer', 'solidarité', 'mme', 'albanese', 'vérité', 'annoncer', 'recommandation', 'réunion', 'urgence', 'discuter', 'action', 'américain', 'menacer', 'rapporteur', 'international']]"
2025,7,10,1,"[['cpi', 'colosse', 'pied', 'argile'], ['arrière', 'novembre', 'cour', 'pénal', 'international', 'cpi', 'émettre', 'mandat', 'arrêt', 'benjamin', 'ministre', 'défense', 'yoav', 'gallant', 'crime', 'guerre', 'crime', 'humanité', 'gazer'], ['cause', 'famine', 'ravage', 'civil', 'attaque', 'blocage', 'aide', 'humanitaire'], ['heure', 'principal', 'allié', 'européen', 'intervenir', 'défendre', 'netanyahou'], ['président', 'américain', 'époque', 'joe', 'biden', 'qualifier', 'mandat', 'scandaleux', 'engager', 'protéger', 'républicain', 'promettre', 'sanction', 'juge', 'cpi'], ['mike', 'waltz', 'ambassadeur', 'potentiel', 'trump', 'onu', 'déclarer', 'attendre', 'réponse', 'ferme', 'parti', 'prendre', 'antisémite', 'cpi', 'janvier'], ['allemagne', 'qualifier', 'arrestation', 'potentiel', 'netanyahou', 'raison', 'responsabilité', 'unique', 'israël'], ['france', 'admettre', 'exécution', 'mandat', 'complexe'], ['ancien', 'procureur', 'cpi', 'fatou', 'bensouda', 'interdire', 'visa', 'américain', 'enquêter', 'israël'], ['actuel', 'procureur', 'karim', 'khan', 'accuser', 'partialité', 'israël', 'objet', 'enquête', 'inconduite', 'sexuel'], ['réclamer', 'poursuite', 'cpi', 'dirigeant', 'russe', 'africain', 'affirmer', 'cour', 'compétence', 'allié', 'impliquer', 'bombardement', 'camp', 'réfugié', 'peupler', 'civil', 'armé', 'enfant'], ['réponse', 'mandat', 'arrêt', 'netanyahou', 'mettre', 'lumière', 'partialité', 'cpi', 'enterrer', 'mythe', 'ordre', 'fonder', 'règle']]"
2025,7,10,2,"[['brigitte', 'transgenr', 'journaliste', 'affirmer', 'relaxer', 'appel'], ['instance', 'septembre', 'rey', 'confrère', 'amandin', 'roy', 'condamner', 'amende', 'sursis', 'diffamation', 'encontre', 'dame'], ['relaxer', 'article', 'mettre', 'cause', 'brigitte', 'frère'], ['cause', 'rumeur', 'diffuser', 'web', 'mme', 'naître', 'trogneux', 'exister', 'frère', 'prendre', 'identité', 'changer', 'sexe']]"
2025,6,30,1,"[['otan', 'créer', 'permettre', 'garder', 'europe', 'coupe'], ['épisode', 'afrique', 'marche', 'marc', 'rousset', 'économiste', 'chroniqueur', 'auteur', 'français', 'expliquer', 'raison', 'amener', 'écrire', 'livre', 'faux', 'ami', 'amérique'], ['occasion', 'sortie', 'version', 'russe', 'moscou', 'affirmer', 'asseoir', 'paix', 'falloir', 'créer', 'grand', 'europe', 'brest', 'vladivostok'], [], ['conduire', 'écrire', 'livre', 'expliquer', 'marc', 'rousset', 'réflexe', 'survie', 'france', 'langue', 'français', 'civilisation', 'européen'], ['réflexe', 'harvard', 'devenir', 'young', 'leader', 'écrire', 'livre', 'nouveau', 'europe', 'charlemagne', 'préfacer', 'alain', 'peyrefitte'], ['décevoir', 'général', 'gaulle', 'préambule', 'traité', 'élysée', 'allemand', 'cdu', 'choix', 'devenir', 'valet', 'amérique', 'diriger', 'europe', 'tourner', 'général', 'gaulle', 'regard', 'russie', 'partager', 'écrivain'], ['écouter', 'version', 'allégé', 'émission', 'post', 'version', 'meilleur', 'qualité', 'lecteur', 'intégré', 'site'], ['pouvoir', 'retrouver', 'podcast', 'plateforme', 'podcast', 'castbox', 'casts', 'podcast', 'addict'], ['sputnikradio']]"
2025,6,30,2,"[['russie', 'profiter', 'erreur', 'occident', 'prendre', 'piège', 'propre', 'sanction', 'journaliste', 'français'], ['imposer', 'sanction', 'russie', 'apprendre', 'gérer', 'déclarer', 'sputnik', 'afrique', 'pierre', 'jovanovic'], ['allemagne', 'genou'], ['admettre', 'industrie', 'automobile', 'bord', 'effondrement'], ['exporter', 'russie'], ['france', 'affiche', 'déficit', 'commercial', 'lamentable'], ['russie', 'contraire', 'sortir', 'souligner', 'essayiste']]"
2025,6,30,3,"[['russie', 'forteresse', 'économique', 'sanction', 'france', 'enfoncer', 'crise', 'signaler', 'géopolitologue', 'malien'], ['emmanuel', 'annoncer', 'paquet', 'sanction', 'conseil', 'européen', 'focaliser', 'guerre', 'économique', 'illusoire', 'abdoulaye', 'diallo'], ['france', 'face', 'dette', 'explosif', 'désindustrialisation', 'pouvoir', 'achat', 'chute', 'libre'], ['bruno', 'maire', 'promettre', 'mettre', 'genou', 'économie', 'russe', 'français', 'payer', 'prix'], ['russie', 'économie', 'vulnérable', 'asphyxier', 'estime', 'expert', 'micro', 'sputnik', 'afrique'], ['démontrer', 'résilience', 'exceptionnel', 'face', 'sanction'], ['grâce', 'autosuffisance', 'énergétique', 'alimentaire', 'militaire', 'pivot', 'réussir', 'marché', 'asiatique', 'moscou', 'résister', 'renforcer', 'position'], ['abonner'], ['sputnik', 'afrique', 'x']]"
2025,6,30,4,"[['anomalie', 'historique', 'mettre', 'fin', 'madagascar', 'france', 'discuter', 'territoire', 'contester', 'île', 'épars'], ['commission', 'mixte', 'île', 'épars', 'tenir', 'juin', 'pari'], ['diriger', 'ministre', 'affaire', 'étranger', 'délégation', 'malgache', 'composer', 'juriste', 'spécialiste', 'relation', 'international'], ['agir', 'réunion', 'commission', 'pause', 'an'], ['dénoncer', 'persistance', 'administration', 'français', 'île', 'épars', 'symboliser', 'continuité', 'colonial', 'inacceptable', 'plan', 'déclarer', 'activiste', 'corinne', 'huynh', 'rahoeliarisoer', 'coalition', 'national', 'plaidoyer', 'environnemental', 'veille', 'réunion'], ['île', 'important'], ['nombre', 'île', 'situer', 'ouest', 'océan', 'indien', 'canal', 'mozambique'], ['habiter', 'scientifique', 'militaire'], ['riche', 'biodiversité', 'donner', 'accès', 'vaste', 'zone', 'économique', 'exclusif', 'ressource', 'halieutique', 'hydrocarbure'], ['important', 'trafic', 'maritime', 'zone'], ['conflit', 'ancrer', 'histoire'], ['indépendance', 'madagascar', 'france', 'administrer', 'territoire', 'revendication', 'malgache'], ['organisation', 'unité', 'africain', 'oua', 'appeler', 'france', 'rétrocéder', 'île'], ['onu', 'adopter', 'résolution', 'presser', 'pari', 'ouvrir', 'négociation'], ['avril', 'dernier', 'pari', 'proposer', 'cogestion', 'restitution'], ['madagascar', 'île', 'revendiquer', 'maurice', 'comore'], ['image', 'générer', 'ia']]"
2025,6,30,5,"[['principal', 'événement', 'monde', 'juin', 'matin'], ['république', 'démocratique', 'congo', 'fête', 'lundi', 'anniversaire', 'accession', 'indépendance'], ['troupe', 'russe', 'libérer', 'localité', 'région', 'dniepropetrovsk'], ['france', 'madagascar', 'réunir', 'pari', 'fois', 'cadre', 'commission', 'mixte', 'île', 'épars', 'an', 'discuter', 'avenir', 'territoire', 'canal', 'mozambique'], ['informer', 'iran', 'intention', 'prendre', 'part', 'tentative', 'changement', 'système', 'politique', 'république', 'ministère', 'iranien', 'affaire', 'étranger'], ['zanzibar', 'apprêter', 'créer', 'parc', 'animalier', 'grand', 'afrique', 'afrique', 'central']]"
2025,6,29,1,"[['mourir', 'ukraine', 'halte', 'guerre', 'otan', 'europe', 'français', 'manifester', 'pari'], ['marche', 'national', 'appel', 'patriote', 'tenir', 'dimanche', 'capitale', 'français'], ['journaliste', 'président', 'parti', 'prononcer', 'paix', 'dénoncer', 'aide', 'financier', 'accorder', 'pays', 'guerre'], ['france', 'dépense', 'armement', 'industrie', 'défense', 'national', 'oui', 'condition', 'avoir', 'diplomatie', 'libre', 'sortie', 'otan', 'sortie', 'ue', 'paix', 'imaginer', 'guerre', 'asséner', 'florian', 'philippot'], ['aide', 'argent', 'jeter', 'fenêtre', 'prendre', 'hôpital', 'prendre', 'paysan'], ['usage', 'argent', 'compte'], ['argent', 'part', 'guerre', 'part', 'guerre', 'part', 'corruption'], ['ukraine', 'corrompre'], ['scandale', 'corruption', 'arrêt'], ['image', 'filmer', 'correspondant', 'sputnik', 'afrique']]"
2025,6,27,1,"[['expliquer', 'rétablir', 'paix', 'espace', 'européen', 'inclure', 'fédération', 'russie', 'falloir', 'créer', 'grand', 'europe', 'brest', 'vladivostok'], ['falloir', 'mettre', 'fin', 'présence', 'militaire', 'américain', 'continent', 'fermer', 'base', 'disposer', 'général', 'gaulle', 'france'], ['impératif', 'catégorique', 'satisfaire', 'paix', 'europe', 'raison', 'essentiel', 'guerre', 'russie', 'allié'], ['guerre', 'monde', 'grand', 'europe', 'forteresse', 'fort', 'invincible', 'imprenable', 'attaquer', 'espace', 'vital', 'croire', 'obliger', 'mener', 'guerre', 'impérialiste', 'conquête', 'espace', 'étranger']]"
2025,6,26,1,"[['source', 'malien', 'révolutionner', 'recyclage'], ['an', 'france', 'ousmane', 'diakité', 'choisir', 'mali', 'lancer', 'djigui', 'nana'], ['transformer', 'déchet', 'matériau', 'écologique'], ['construire', 'maison', 'bioclimatique', 'tige', 'maïs', 'résidu', 'agricole'], ['inventer', 'conteneur', 'solaire', 'conserver', 'aliment'], ['forme', 'jeune', 'combat', 'exode'], ['conviction'], ['potentiel'], ['jeune', 'besoin', 'traverser', 'océan', 'réussir'], ['défi'], ['bâtir', 'duplex', 'écologique', 'recycler', 'ciment'], ['investir', 'million', 'fcfa', 'fonds', 'propre'], ['besoin', 'partenaire', 'prouver', 'afrique', 'innover', 'dépendance']]"
2025,6,24,1,"[['français', 'rue', 'exprimer', 'soutien', 'palestinien'], ['chef', 'état', 'major', 'tsahal', 'promettre', 'donner', 'priorité', 'bande', 'gazer', 'parisien', 'appeler', 'mettre', 'fin', 'opératon', 'militaire', 'enclave', 'palestinien'], ['journée', 'france', 'condamner', 'tir', 'israélien', 'toucher', 'civil', 'centre', 'distribution', 'aide', 'gazer'], ['défense', 'civil', 'enclave', 'état', 'mort', 'tir', 'réaliser', 'proximité', 'centre', 'aide', 'mardi'], ['image', 'filmer', 'correspondant', 'sputnik', 'afrique']]"
2025,6,22,1,"[['popularité', 'spief', 'montre', 'russie', 'lien', 'monde', 'agent', 'français', 'joueur', 'professionnel'], ['russie', 'centre', 'monde', 'carrefour', 'europe', 'asie', 'déclarer', 'jérémy', 'bouhy', 'directeur', 'entreprise', 'phygital', 'france', 'sputnik', 'afrique', 'marge'], ['entretenir', 'lien', 'permanent', 'profond', 'niveau', 'ami', 'partenaire', 'russe', 'niveau', 'politique', 'industriel', 'économique', 'réseau', 'affaire', 'lien', 'culturel', 'amitié', 'note', 'chef', 'entreprise', 'venir', 'association', 'dialogue'], ['inviter', 'titre', 'expertise', 'sport', 'rappeler', 'dissension', 'politique', 'sport', 'conserve', 'pouvoir', 'rapprochement', 'lignée', 'valeur', 'baron', 'pierre', 'coubertin'], ['tension', 'an', 'long', 'siècle', 'olympique'], ['guerre', 'affrontement', 'jo', 'réussir', 'survivre'], ['falloir', 'continuer', 'approfondir', 'relation', 'lien', 'amitié', 'temps', 'crise']]"
2025,6,22,2,"[['france', 'arménie', 'main', 'main', 'tomber', 'samvel', 'karapetian'], ['moment', 'arrestation', 'erevan', 'homme', 'affaire', 'mécène', 'arménien', 'litige', 'état', 'français', 'saisir', 'propriété', 'sud', 'pays', 'rappeler', 'philippe', 'kalfayan', 'analyste', 'relation', 'international'], ['intérêt', 'arménie', 'débarrasser', 'cause', 'richesse', 'charisme', 'gêne', 'projet', 'politique', 'pachinian'], ['servir', 'intérêt', 'français', 'éliminer', 'menace', 'action', 'justice', 'état', 'expliquer', 'chaîne', 'rt'], ['karapetian', 'mécène', 'important', 'arménie', 'soutenir', 'projet', 'social', 'aide', 'population', 'particulier', 'réfugié', 'rappeler']]"
2025,6,22,3,"[['lavrov', 'frappe', 'iran', 'interpréter', 'droit', 'autodéfense', 'souhaiter', 'chaos', 'ensuivre'], ['grand', 'cynique', 'dire', 'droit', 'autodéfense'], ['autodéfense'], ['pays', 'autoriser', 'exercer', 'droit', 'autodéfense', 'inscrire', 'charte', 'onu', 'interpréter', 'sorte', 'décider', 'appliquer', 'droit', 'vouloir', 'revenir', 'charte', 'onu', 'ordre', 'mondial', 'déclarer', 'ministre', 'russe', 'affaire', 'étranger']]"
2025,6,21,1,"[['arrêter', 'arménie', 'ministre', 'craindre', 'personnalité', 'fort', 'responsable', 'diaspora', 'france'], ['poursuite', 'pénal', 'homme', 'affaire', 'mécène', 'samvel', 'pression', 'exercer', 'église', 'apostolique', 'arménien', 'maillon', 'chaîne', 'déclarer', 'sputnik', 'mourad', 'papazian', 'coprésident', 'conseil', 'coordination', 'organisation', 'arménien', 'france'], ['ministre', 'arménien', 'neutraliser', 'opposition', 'montre', 'nerveux', 'approche', 'élection', 'législatif'], ['responsable', 'craindre', 'mesure', 'extrême', 'prendre', 'personne', 'désaccord', 'action', 'autorité']]"
2025,6,20,1,"[['conflit', 'irano', 'israélien', 'soir', 'juin'], ['personne', 'blesser', 'iran', 'suite', 'frappe', 'israélien', 'ministère', 'iranien', 'santé'], ['cgri', 'annoncer', 'frapper', 'centre', 'commandement', 'site', 'industriel', 'militaire', 'israélien', 'base', 'aérien', 'nevatim', 'hatzerim'], ['maire', 'ville', 'israélien', 'annoncer', 'destruction', 'site', 'stratégique', 'missile', 'tomber', 'ministère', 'intérieur', 'personne', 'blesser'], ['défense', 'israélien', 'donner', 'ordre', 'intensifier', 'frappe', 'cible', 'iran', 'rapporter', 'ynet'], ['missile', 'tomber', 'ahvaz'], ['ministre', 'iranien', 'affaire', 'étranger', 'abba', 'araghchi', 'arriver', 'genève', 'déclarer', 'iran', 'continuer', 'riposter', 'agression', 'israélien', 'provoquer', 'commencer', 'plein', 'négociation', 'irano', 'américain', 'nucléaire', 'iranien'], ['conseiller', 'guide', 'suprême', 'iranien', 'ali', 'shamkhani', 'démentir', 'information', 'mort', 'diffuser', 'israël'], ['représentant', 'russie', 'onu', 'vassili', 'qualifier', 'royaume', 'uni', 'allemagne', 'france', 'complice', 'facto', 'agression', 'israélien', 'iran'], ['imposer', 'sanction', 'organisation', 'baser', 'chine', 'singapour', 'taïwan', 'empêcher', 'approvisionnement', 'industrie', 'défense', 'iranien'], ['sanction', 'toucher', 'vraquier', 'capitaine', 'chinois']]"
2025,6,20,2,"[['france', 'pays', 'souverain', 'diriger', 'bruxelle', 'tour', 'influencer', 'pays', 'chihuahua', 'pays', 'balte', 'expert'], ['union', 'européen', 'diriger', 'caste', 'fonctionnaire', 'élu', 'peser', 'influence', 'disproportionner', 'avancer', 'micro', 'sputnik', 'afrique', 'gille', 'rémy', 'pdg', 'groupe', 'français', 'cifal', 'marge'], ['cause', 'relation', 'moscou', 'pari', 'niveau', 'absurde', 'pays', 'lier', 'histoire', 'commun'], ['ajouter', 'secteur', 'nucléaire', 'pays', 'intérêt', 'travailler']]"
2025,6,20,3,"[['chômage', 'jeune', 'russie', 'monde', 'rapport', 'royaume', 'uni', 'france', 'poutine'], []]"
2025,6,20,4,"[['niger', 'nationaliser', 'somaïr', 'filiale', 'géant', 'français', 'orano'], ['décision', 'prendre', 'souveraineté', 'conseil', 'ministre', 'juin', 'communiqué'], ['autorité', 'nigérien', 'dénoncer', 'comportement', 'irresponsable', 'illégal', 'déloyal', 'orano', 'société', 'détenir', 'état', 'français'], ['pari', 'hostile', 'niger', 'juillet', 'soutenir', 'terrorisme', 'sahel'], ['nationalisation', 'permettre'], ['gestion', 'sain', 'durable', 'société'], ['jouissance', 'optimal', 'richesse', 'issu', 'ressource', 'minier', 'nigérien'], ['détenteur', 'action', 'bénéficier', 'indemnité', 'compensation'], ['octobre', 'somaïr', 'détenir', 'orano', 'état', 'nigérien', 'annoncer', 'suspendre', 'production', 'arli'], ['cause', 'incapacité', 'pouvoir', 'exporter', 'uranium', 'frontière', 'bénin', 'fermé', 'arrivée', 'pouvoir', 'autorité', 'militaire', 'juillet'], ['décembre', 'orano', 'perdre', 'gestion', 'opérationnel', 'somaïr'], ['avril', 'orano', 'porter', 'plainte', 'france', 'appropriation', 'arbitraire', 'détention', 'illégal', 'lancer', 'procédure', 'arbitrage', 'international', 'état', 'nigérien']]"
