year,month,day,num_article,words
2025,7,15,4,"['france', 'continuer', 'trajectoire', 'risquer', 'déclassement', 'économique', 'numéro', 'afrique', 'marche', 'renaud', 'bouchard', 'économiste', 'école', 'haut', 'étude', 'science', 'social', 'dresse', 'tableau', 'situation', 'pointer', 'faiblesse', 'classe', 'dirigeant', 'référence', 'succès', 'politique', 'gaulle', 'glorieuse', 'début', 'année', 'trouver', 'tournant', 'crise', 'successif', 'pandémie', 'guerre', 'ukraine', 'inflation', 'galopant', 'état', 'demeure', 'économie', 'chiffre', 'mentir', 'grand', 'temps', 'ouvrir', 'oeil', 'profond', 'alarme', 'expert', 'écouter', 'version', 'allégé', 'émission', 'post', 'meilleur', 'qualité', 'lecteur', 'intégré', 'site', 'pouvoir', 'retrouver', 'podcast', 'plateforme', 'castbox', 'casts', 'addict', 'sputnikradio']"
2025,7,15,5,"['adieu', 'jour', 'férié', 'france', 'ministre', 'françois', 'bayrou', 'idée', 'original', 'réduire', 'déficit', 'revoir', 'lundi', 'pâques', 'mai', 'victoire', 'europe', 'imaginer', 'œuf', 'grève', 'bouder']"
2025,7,15,6,"['france', 'prévoir', 'guerre', 'majeur', 'europe', 'entrer', 'ère', 'risque', 'accroître', 'haut', 'intensité', 'territoire', 'national', 'impliquer', 'allié', 'soumettre', 'attaque', 'hybride', 'massif', 'indique', 'revue', 'stratégique', 'publier', 'autorité', 'rapport', 'évoquer', 'agression', 'russe', 'prochain', 'année', 'terme', 'russie', 'moscou', 'apparaître', 'fois', 'attaquer', 'pays', 'otan', 'déclarer', 'vladimir', 'poutine', 'entretien', 'accorder', 'journaliste', 'américain', 'tucker', 'carlson', 'président', 'souligner', 'politicien', 'occidental', 'intimidaient', 'population', 'menace', 'imaginaire', 'détourner', 'attention', 'problème', 'intérieur']"
2025,7,15,7,"['cameroun', 'sortir', 'franc', 'inscrire', 'mouvement', 'ae', 'appeler', 'candidat', 'présidentielle', 'cfa', 'vestige', 'colonial', 'perpétuer', 'dépendance', 'économique', 'france', 'système', 'monétaire', 'arrimer', 'trésor', 'français', 'avance', 'serge', 'espoir', 'matomber', 'jeune', 'afrique', 'politicien', 'malheureux', 'présente', 'scrutin', 'inspirer', 'ligne', 'souverainiste', 'modèle', 'actuel', 'frein', 'développement', 'rendre', 'vulnérable', 'importation', 'faute', 'production', 'local', 'transformation', 'matière', 'premier', 'poursuivre', 'tête', 'parti', 'peuple', 'uni', 'rénovation', 'social', 'pur', 'vouloir', 'tourner', 'page', 'héritage', 'maintenir', 'pays', 'tutelle', 'prisonnier', 'logique', 'étranger', 'clamer', 'image', 'générer', 'ia']"
2025,7,14,1,"['livraison', 'arme', 'kiev', 'bénéfice', 'journaliste', 'français', 'donbas', 'payer', 'européen', 'trump', 'montrer', 'écarter', 'ligne', 'joe', 'biden', 'donner', 'gratuitement', 'déclarer', 'sputnik', 'afrique', 'christelle', 'idée', 'tourner', 'complexe', 'militaro', 'industriel', 'devoir', 'aider', 'passer', 'pilule', 'électorat', 'côté', 'europe', 'facture', 'risque', 'lourd', 'financer', 'falloir', 'lever', 'impôt', 'supplémentaire', 'appliquer', 'politique', 'austérité', 'provoquer', 'désastre', 'voir', 'france', 'niveau', 'hôpital', 'école', 'infrastructure', 'vital', 'paradoxe', 'changer', 'donne', 'champ', 'bataille', 'matériel', 'occidental', 'détruire', 'vitesse', 'impressionnant']"
2025,7,14,2,"['manifestation', 'internationaliste', 'guerre', 'frontière', 'tenir', 'pari', 'initiative', 'marche', 'solidarité', 'manifestant', 'réunir', 'protester', 'colonialisme', 'militarisme', 'rapporter', 'correspondant', 'sputnik', 'afrique', 'déployer', 'drapeau', 'palestinien', 'nigéria', 'cap', 'apporter', 'pancarte', 'lire', 'dégager', 'capitalisme', 'socialisme', 'antifasciste', 'antiraciste', 'brûlon', 'régularisation', 'faire', 'commémorer', 'mémoire', 'tirailleur', 'parent', 'grand', 'venir', 'combattre', 'aider', 'france', 'reconstruire', 'descendant', 'stigmatiser', 'traiter', 'voyou', 'expliquer', 'représentant', 'intercollectif']"
2025,7,14,3,"['dette', 'public', 'continuer', 'envoler', 'déficit', 'creux', 'compétitivité', 'entreprise', 'mettre', 'mal', 'fiscalité', 'lourd', 'france', 'économiste', 'grand', 'temps', 'ouvrir', 'oeil', 'trajectoire', 'risquer', 'déclassement', 'économique', 'profond', 'alarme', 'expert']"
2025,7,14,4,"['russie', 'attendre', 'proposition', 'date', 'prochain', 'cycle', 'négociation', 'ukraine', 'kiev', 'presser', 'déclaration', 'clé', 'kremlin', 'prêt', 'pays', 'européen', 'livrer', 'provocation', 'baltique', 'raison', 'politique', 'agressif', 'côtier', 'climat', 'tension', 'régner', 'entendre', 'défendre', 'intérêt', 'légitime', 'recevoir', 'information', 'ministère', 'affaire', 'étranger', 'appel', 'comte', 'cheremetiev', 'souhaiter', 'quitter', 'france']"
2025,7,14,5,"['brigitte', 'conteste', 'relaxe', 'appel', 'femme', 'propager', 'internet', 'rumeur', 'transgenr', 'avocat', 'indique', 'lundi', 'intention', 'pourvoir', 'cassation', 'rapporter', 'média']"
2025,7,14,6,"['confédération', 'état', 'sahel', 'gagner', 'perdre', 'quitter', 'uemoa', 'estime', 'analyste', 'nigérien', 'pays', 'ae', 'claquer', 'porte', 'session', 'juillet', 'togo', 'attitude', 'téléguider', 'france', 'occasion', 'créer', 'monnaie', 'aller', 'bric', 'déclarer', 'sputnik', 'afrique', 'issoufou', 'boubacar', 'kado', 'magagi', 'opportunité', 'tirer', 'parti', 'coopération', 'économique', 'promouvoir', 'local', 'défier', 'hégémonie', 'dollar', 'euro', 'partenaire', 'stratégique', 'création', 'propre', 'fondation', 'prévoir', 'rappeler', 'permettre', 'vendre', 'ressource', 'uranium', 'pétrole', 'utiliser', 'renforcer', 'valeur', 'marché', 'international', 'prospérer', 'souveraineté', 'indépendance', 'atteinte', 'contrôler', 'puissance', 'hostile', 'note', 'expert', 'précaution', 'stratégie', 'mettre', 'garde', 'chef', 'sahélien', 'imposer', 'banque', 'mondial', 'fmi', 'suggérer', 'importance', 'appuyer', 'économiste', 'refondation', 'république']"
2025,7,13,1,"['navire', 'part', 'gazer', 'tenter', 'briser', 'blocus', 'israélien', 'juillet', 'handala', 'quitter', 'port', 'syracus', 'sicile', 'militant', 'bord', 'cargaison', 'aide', 'humanitaire', 'semaine', 'intercepter', 'madeleine', 'empêcher', 'atteindre', 'bateau', 'transporter', 'médicament', 'nourriture', 'faire', 'escale', 'gallipoli', 'italie', 'député', 'france', 'insoumis', 'embarquer', 'gabriel', 'cathala', 'expliquer', 'objectif', 'clair', 'rompre', 'silence', 'international', 'face', 'génocide']"
2025,7,13,2,"['france', 'royaume', 'uni', 'accuser', 'russie', 'effondrement', 'empire', 'colonial', 'poutine', 'mémoire', 'historique', 'négativité', 'persist', 'déclarer', 'entretien', 'journaliste', 'pavel', 'zaroubine', 'rappeler', 'second', 'guerre', 'mondial', 'union', 'soviétique', 'œuvrer', 'destruction', 'aider', 'colonie', 'acquérir', 'indépendance', 'souveraineté', 'souligner', 'vladimir', 'image', 'générer', 'ia']"
2025,7,13,3,"['folie', 'critiquer', 'installer', 'qg', 'coalition', 'volontaire', 'pari', 'florian', 'philippot', 'président', 'patriote', 'exprimer', 'opposition', 'x', 'meilleur', 'moyen', 'faire', 'france', 'cible', 'but', 'accélérer', 'guerre', 'mondial', 'soldat', 'français', 'partir', 'ukraine', 'interroger', 'coût', 'force', 'militaire', 'censé', 'intervenir', 'installation', 'piloter', 'royaume', 'uni', 'annoncer', 'juillet', 'réunion', 'virtuel', 'principal', 'dirigeant', 'soutenir', 'kiev', 'an', 'transférer', 'londres']"
2025,7,12,1,"['france', 'mener', 'croisade', 'liberté', 'expression', 'lancer', 'fondateur', 'telegram', 'pavel', 'dourov', 'commenter', 'rapport', 'ouverture', 'procédure', 'pénal', 'réseau', 'social', 'bureaucrate', 'français', 'progrès', 'technologique', 'recours', 'poursuite', 'lieu', 'règle', 'clair', 'réguler', 'entreprise', 'internet', 'décourager', 'investissement', 'nuire', 'croissance', 'économique', 'pays', 'décennie', 'écrire', 'page', 'politico', 'parquet', 'enquêter', 'x', 'suspecter', 'biaiser', 'algorithme', 'fin', 'ingérence', 'étranger']"
2025,7,11,1,"['principal', 'événement', 'monde', 'juillet', 'soir', 'sergueï', 'lavrov', 'arriver', 'wonsan', 'nouveau', 'série', 'discussion', 'homologue', 'choe', 'song', 'chef', 'défense', 'russe', 'andreï', 'belooussov', 'rendre', 'front', 'ukrainien', 'inspecter', 'troupe', 'engager', 'opération', 'militaire', 'spécial', 'délégation', 'ambassadeur', 'africain', 'débarquer', 'région', 'kalouga', 'russie', 'découvrir', 'potentiel', 'économique', 'industriel', 'scientifique', 'togo', 'promettre', 'lancer', 'mandat', 'arrêt', 'blogueur', 'influenceur', 'baser', 'étranger', 'france', 'accuser', 'diffuser', 'appel', 'insurrection', 'brique', 'cocaïne', 'pur', 'valeur', 'md', 'fcfa', 'confisquer', 'semaine', 'point', 'contrôle', 'bamako']"
2025,7,11,2,"['pachinian', 'rapport', 'peuple', 'estime', 'membre', 'diaspora', 'arménien', 'france', 'ministre', 'pied', 'poing', 'lier', 'rompre', 'russie', 'cause', 'alliance', 'occident', 'déclarer', 'sputnik', 'afrique', 'michel', 'abrahamian', 'coup', 'attaquer', 'raison', 'intervention', 'samvel', 'karapetian', 'attaque', 'fondement', 'identité', 'pilier', 'défendre', 'église', 'indique', 'chef', 'entreprise', 'véritable', 'patriote', 'fidèle', 'eglise', 'persécution', 'encontre', 'témoigner', 'espèce', 'panique', 'régime', 'falloir', 'pashinyan', 'quitte', 'pouvoir', 'solution', 'viable', 'arménie', 'changement', 'conclure']"
2025,7,11,3,"['victoire', 'historique', 'justice', 'français', 'avocat', 'journaliste', 'affirmer', 'brigitte', 'macron', 'relaxe', 'client', 'cour', 'appel', 'pari', 'juger', 'natacha', 'rey', 'diffamer', 'féliciter', 'françois', 'danglehant', 'vidéo', 'obtenir', 'sputnik', 'mensonge', 'conclure', 'mme', 'trogneux', 'épousaille', 'réaliser', 'transition', 'genre', 'poursuivre', 'juge', 'déclarer', 'coupable', 'instance', 'escroquerie', 'jugement', 'bande', 'organiser']"
2025,7,11,4,"['russie', 'vrai', 'puissance', 'militaire', 'conventionnel', 'nucléaire', 'constater', 'chef', 'état', 'major', 'armée', 'français', 'consacrer', 'effort', 'énorme', 'colossal', 'mal', 'imaginer', 'modèle', 'complet', 'bout', 'ongle', 'russe', 'voir', 'capacité', 'manque', 'valoir', 'thierry', 'burkhard', 'persuader', 'continuer', 'réarmer', 'constituer', 'force', 'menace', 'frontière', 'désigner', 'france', 'adversaire', 'europe', 'insister', 'général', 'part', 'moscou', 'reprise', 'assurer', 'intention', 'attaquer', 'pays', 'otan']"
2025,7,11,5,"['kremlin', 'propos', 'déploiement', 'contingent', 'militaire', 'européen', 'inacceptable', 'russie', 'réagir', 'présidence', 'russe', 'projet', 'président', 'français', 'déployer', 'soldat', 'ukraine', 'moscou', 'décevoir', 'signal', 'clair', 'cohérent', 'prendre', 'compte', 'sentiment', 'conflictuel', 'antirusse', 'persister', 'europe']"
2025,7,11,6,"['sanction', 'américain', 'porter', 'atteinte', 'liberté', 'expression', 'onu', 'réagir', 'commissaire', 'droit', 'homme', 'restriction', 'francesca', 'albanese', 'rapporteur', 'spécial', 'nation', 'unir', 'territoire', 'palestinien', 'occuper', 'introduire', 'suite', 'critique', 'répéter', 'action', 'gazer', 'qualifier', 'génocide', 'soutien', 'mandat', 'arrêt', 'cpi', 'responsable', 'israélien', 'saper', 'international', 'question', 'relatif', 'israël', 'protéger', 'indiquer', 'haïtham', 'abou', 'saïd', 'sputnik', 'museler', 'plateforme', 'suprême', 'inacceptable', 'envoyer', 'signal', 'négatif', 'organisation', 'ue', 'ligue', 'arabe', 'déclarer', 'exprimer', 'solidarité', 'mme', 'vérité', 'annoncer', 'recommandation', 'réunion', 'urgence', 'discuter', 'menacer']"
2025,7,10,1,"['cpi', 'colosse', 'pied', 'argile', 'arrière', 'novembre', 'cour', 'pénal', 'international', 'émettre', 'mandat', 'arrêt', 'benjamin', 'ministre', 'défense', 'yoav', 'gallant', 'crime', 'guerre', 'humanité', 'gazer', 'cause', 'famine', 'ravage', 'civil', 'attaque', 'blocage', 'aide', 'humanitaire', 'heure', 'principal', 'allié', 'européen', 'intervenir', 'défendre', 'netanyahou', 'président', 'américain', 'époque', 'joe', 'biden', 'qualifier', 'scandaleux', 'engager', 'protéger', 'républicain', 'promettre', 'sanction', 'juge', 'mike', 'waltz', 'ambassadeur', 'potentiel', 'trump', 'onu', 'déclarer', 'attendre', 'réponse', 'ferme', 'parti', 'prendre', 'antisémite', 'janvier', 'allemagne', 'arrestation', 'raison', 'responsabilité', 'unique', 'israël', 'france', 'admettre', 'exécution', 'complexe', 'ancien', 'procureur', 'fatou', 'bensouda', 'interdire', 'visa', 'enquêter', 'actuel', 'karim', 'khan', 'accuser', 'partialité', 'objet', 'enquête', 'inconduite', 'sexuel', 'réclamer', 'poursuite', 'dirigeant', 'russe', 'africain', 'affirmer', 'compétence', 'impliquer', 'bombardement', 'camp', 'réfugié', 'peupler', 'armé', 'enfant', 'mettre', 'lumière', 'enterrer', 'mythe', 'ordre', 'fonder', 'règle']"
2025,7,10,2,"['brigitte', 'transgenr', 'journaliste', 'affirmer', 'relaxer', 'appel', 'instance', 'septembre', 'rey', 'confrère', 'amandin', 'roy', 'condamner', 'amende', 'sursis', 'diffamation', 'encontre', 'dame', 'article', 'mettre', 'cause', 'frère', 'rumeur', 'diffuser', 'web', 'mme', 'naître', 'trogneux', 'exister', 'prendre', 'identité', 'changer', 'sexe']"
2025,6,30,1,"['otan', 'créer', 'permettre', 'garder', 'europe', 'coupe', 'épisode', 'afrique', 'marche', 'marc', 'rousset', 'économiste', 'chroniqueur', 'auteur', 'français', 'expliquer', 'raison', 'amener', 'écrire', 'livre', 'faux', 'ami', 'amérique', 'occasion', 'sortie', 'version', 'russe', 'moscou', 'affirmer', 'asseoir', 'paix', 'falloir', 'grand', 'brest', 'vladivostok', 'conduire', 'réflexe', 'survie', 'france', 'langue', 'civilisation', 'européen', 'harvard', 'devenir', 'young', 'leader', 'nouveau', 'charlemagne', 'préfacer', 'alain', 'peyrefitte', 'décevoir', 'général', 'gaulle', 'préambule', 'traité', 'élysée', 'allemand', 'cdu', 'choix', 'valet', 'diriger', 'tourner', 'regard', 'russie', 'partager', 'écrivain', 'écouter', 'allégé', 'émission', 'post', 'meilleur', 'qualité', 'lecteur', 'intégré', 'site', 'pouvoir', 'retrouver', 'podcast', 'plateforme', 'castbox', 'casts', 'addict', 'sputnikradio']"
2025,6,30,2,"['russie', 'profiter', 'erreur', 'occident', 'prendre', 'piège', 'propre', 'sanction', 'journaliste', 'français', 'imposer', 'apprendre', 'gérer', 'déclarer', 'sputnik', 'afrique', 'pierre', 'jovanovic', 'allemagne', 'genou', 'admettre', 'industrie', 'automobile', 'bord', 'effondrement', 'exporter', 'france', 'affiche', 'déficit', 'commercial', 'lamentable', 'contraire', 'sortir', 'souligner', 'essayiste']"
2025,6,30,3,"['russie', 'forteresse', 'économique', 'sanction', 'france', 'enfoncer', 'crise', 'signaler', 'géopolitologue', 'malien', 'emmanuel', 'annoncer', 'paquet', 'conseil', 'européen', 'focaliser', 'guerre', 'illusoire', 'abdoulaye', 'diallo', 'face', 'dette', 'explosif', 'désindustrialisation', 'pouvoir', 'achat', 'chute', 'libre', 'bruno', 'maire', 'promettre', 'mettre', 'genou', 'économie', 'russe', 'français', 'payer', 'prix', 'vulnérable', 'asphyxier', 'estime', 'expert', 'micro', 'sputnik', 'afrique', 'démontrer', 'résilience', 'exceptionnel', 'grâce', 'autosuffisance', 'énergétique', 'alimentaire', 'militaire', 'pivot', 'réussir', 'marché', 'asiatique', 'moscou', 'résister', 'renforcer', 'position', 'abonner', 'x']"
2025,6,30,4,"['anomalie', 'historique', 'mettre', 'fin', 'madagascar', 'france', 'discuter', 'territoire', 'contester', 'île', 'épars', 'commission', 'mixte', 'tenir', 'juin', 'pari', 'diriger', 'ministre', 'affaire', 'étranger', 'délégation', 'malgache', 'composer', 'juriste', 'spécialiste', 'relation', 'international', 'agir', 'réunion', 'pause', 'an', 'dénoncer', 'persistance', 'administration', 'français', 'symboliser', 'continuité', 'colonial', 'inacceptable', 'plan', 'déclarer', 'activiste', 'corinne', 'huynh', 'rahoeliarisoer', 'coalition', 'national', 'plaidoyer', 'environnemental', 'veille', 'important', 'nombre', 'situer', 'ouest', 'océan', 'indien', 'canal', 'mozambique', 'habiter', 'scientifique', 'militaire', 'riche', 'biodiversité', 'donner', 'accès', 'vaste', 'zone', 'économique', 'exclusif', 'ressource', 'halieutique', 'hydrocarbure', 'trafic', 'maritime', 'conflit', 'ancrer', 'histoire', 'indépendance', 'administrer', 'revendication', 'organisation', 'unité', 'africain', 'oua', 'appeler', 'rétrocéder', 'onu', 'adopter', 'résolution', 'presser', 'ouvrir', 'négociation', 'avril', 'dernier', 'proposer', 'cogestion', 'restitution', 'revendiquer', 'maurice', 'comore', 'image', 'générer', 'ia']"
2025,6,30,5,"['principal', 'événement', 'monde', 'juin', 'matin', 'république', 'démocratique', 'congo', 'fête', 'lundi', 'anniversaire', 'accession', 'indépendance', 'troupe', 'russe', 'libérer', 'localité', 'région', 'dniepropetrovsk', 'france', 'madagascar', 'réunir', 'pari', 'fois', 'cadre', 'commission', 'mixte', 'île', 'épars', 'an', 'discuter', 'avenir', 'territoire', 'canal', 'mozambique', 'informer', 'iran', 'intention', 'prendre', 'part', 'tentative', 'changement', 'système', 'politique', 'ministère', 'iranien', 'affaire', 'étranger', 'zanzibar', 'apprêter', 'créer', 'parc', 'animalier', 'grand', 'afrique', 'central']"
2025,6,29,1,"['mourir', 'ukraine', 'halte', 'guerre', 'otan', 'europe', 'français', 'manifester', 'pari', 'marche', 'national', 'appel', 'patriote', 'tenir', 'dimanche', 'capitale', 'journaliste', 'président', 'parti', 'prononcer', 'paix', 'dénoncer', 'aide', 'financier', 'accorder', 'pays', 'france', 'dépense', 'armement', 'industrie', 'défense', 'oui', 'condition', 'avoir', 'diplomatie', 'libre', 'sortie', 'ue', 'imaginer', 'asséner', 'florian', 'philippot', 'argent', 'jeter', 'fenêtre', 'prendre', 'hôpital', 'paysan', 'usage', 'compte', 'part', 'corruption', 'corrompre', 'scandale', 'arrêt', 'image', 'filmer', 'correspondant', 'sputnik', 'afrique']"
2025,6,27,1,"['expliquer', 'rétablir', 'paix', 'espace', 'européen', 'inclure', 'fédération', 'russie', 'falloir', 'créer', 'grand', 'europe', 'brest', 'vladivostok', 'mettre', 'fin', 'présence', 'militaire', 'américain', 'continent', 'fermer', 'base', 'disposer', 'général', 'gaulle', 'france', 'impératif', 'catégorique', 'satisfaire', 'raison', 'essentiel', 'guerre', 'allié', 'monde', 'forteresse', 'fort', 'invincible', 'imprenable', 'attaquer', 'vital', 'croire', 'obliger', 'mener', 'impérialiste', 'conquête', 'étranger']"
2025,6,26,1,"['source', 'malien', 'révolutionner', 'recyclage', 'an', 'france', 'ousmane', 'diakité', 'choisir', 'mali', 'lancer', 'djigui', 'nana', 'transformer', 'déchet', 'matériau', 'écologique', 'construire', 'maison', 'bioclimatique', 'tige', 'maïs', 'résidu', 'agricole', 'inventer', 'conteneur', 'solaire', 'conserver', 'aliment', 'forme', 'jeune', 'combat', 'exode', 'conviction', 'potentiel', 'besoin', 'traverser', 'océan', 'réussir', 'défi', 'bâtir', 'duplex', 'recycler', 'ciment', 'investir', 'million', 'fcfa', 'fonds', 'propre', 'partenaire', 'prouver', 'afrique', 'innover', 'dépendance']"
2025,6,24,1,"['français', 'rue', 'exprimer', 'soutien', 'palestinien', 'chef', 'état', 'major', 'tsahal', 'promettre', 'donner', 'priorité', 'bande', 'gazer', 'parisien', 'appeler', 'mettre', 'fin', 'opératon', 'militaire', 'enclave', 'journée', 'france', 'condamner', 'tir', 'israélien', 'toucher', 'civil', 'centre', 'distribution', 'aide', 'défense', 'mort', 'réaliser', 'proximité', 'mardi', 'image', 'filmer', 'correspondant', 'sputnik', 'afrique']"
2025,6,22,1,"['popularité', 'spief', 'montre', 'russie', 'lien', 'monde', 'agent', 'français', 'joueur', 'professionnel', 'centre', 'carrefour', 'europe', 'asie', 'déclarer', 'jérémy', 'bouhy', 'directeur', 'entreprise', 'phygital', 'france', 'sputnik', 'afrique', 'marge', 'entretenir', 'permanent', 'profond', 'niveau', 'ami', 'partenaire', 'russe', 'politique', 'industriel', 'économique', 'réseau', 'affaire', 'culturel', 'amitié', 'note', 'chef', 'venir', 'association', 'dialogue', 'inviter', 'titre', 'expertise', 'sport', 'rappeler', 'dissension', 'conserve', 'pouvoir', 'rapprochement', 'lignée', 'valeur', 'baron', 'pierre', 'coubertin', 'tension', 'an', 'long', 'siècle', 'olympique', 'guerre', 'affrontement', 'jo', 'réussir', 'survivre', 'falloir', 'continuer', 'approfondir', 'relation', 'temps', 'crise']"
2025,6,22,2,"['france', 'arménie', 'main', 'tomber', 'samvel', 'karapetian', 'moment', 'arrestation', 'erevan', 'homme', 'affaire', 'mécène', 'arménien', 'litige', 'état', 'français', 'saisir', 'propriété', 'sud', 'pays', 'rappeler', 'philippe', 'kalfayan', 'analyste', 'relation', 'international', 'intérêt', 'débarrasser', 'cause', 'richesse', 'charisme', 'gêne', 'projet', 'politique', 'pachinian', 'servir', 'éliminer', 'menace', 'action', 'justice', 'expliquer', 'chaîne', 'rt', 'important', 'soutenir', 'social', 'aide', 'population', 'particulier', 'réfugié']"
2025,6,22,3,"['lavrov', 'frappe', 'iran', 'interpréter', 'droit', 'autodéfense', 'souhaiter', 'chaos', 'ensuivre', 'grand', 'cynique', 'dire', 'pays', 'autoriser', 'exercer', 'inscrire', 'charte', 'onu', 'sorte', 'décider', 'appliquer', 'vouloir', 'revenir', 'ordre', 'mondial', 'déclarer', 'ministre', 'russe', 'affaire', 'étranger']"
2025,6,21,1,"['arrêter', 'arménie', 'ministre', 'craindre', 'personnalité', 'fort', 'responsable', 'diaspora', 'france', 'poursuite', 'pénal', 'homme', 'affaire', 'mécène', 'samvel', 'pression', 'exercer', 'église', 'apostolique', 'arménien', 'maillon', 'chaîne', 'déclarer', 'sputnik', 'mourad', 'papazian', 'coprésident', 'conseil', 'coordination', 'organisation', 'neutraliser', 'opposition', 'montre', 'nerveux', 'approche', 'élection', 'législatif', 'mesure', 'extrême', 'prendre', 'personne', 'désaccord', 'action', 'autorité']"
2025,6,20,1,"['conflit', 'irano', 'israélien', 'soir', 'juin', 'personne', 'blesser', 'iran', 'suite', 'frappe', 'ministère', 'iranien', 'santé', 'cgri', 'annoncer', 'frapper', 'centre', 'commandement', 'site', 'industriel', 'militaire', 'base', 'aérien', 'nevatim', 'hatzerim', 'maire', 'ville', 'destruction', 'stratégique', 'missile', 'tomber', 'intérieur', 'défense', 'donner', 'ordre', 'intensifier', 'cible', 'rapporter', 'ynet', 'ahvaz', 'ministre', 'affaire', 'étranger', 'abba', 'araghchi', 'arriver', 'genève', 'déclarer', 'continuer', 'riposter', 'agression', 'provoquer', 'commencer', 'plein', 'négociation', 'américain', 'nucléaire', 'conseiller', 'guide', 'suprême', 'ali', 'shamkhani', 'démentir', 'information', 'mort', 'diffuser', 'israël', 'représentant', 'russie', 'onu', 'vassili', 'qualifier', 'royaume', 'uni', 'allemagne', 'france', 'complice', 'facto', 'imposer', 'sanction', 'organisation', 'baser', 'chine', 'singapour', 'taïwan', 'empêcher', 'approvisionnement', 'industrie', 'toucher', 'vraquier', 'capitaine', 'chinois']"
2025,6,20,2,"['france', 'pays', 'souverain', 'diriger', 'bruxelle', 'tour', 'influencer', 'chihuahua', 'balte', 'expert', 'union', 'européen', 'caste', 'fonctionnaire', 'élu', 'peser', 'influence', 'disproportionner', 'avancer', 'micro', 'sputnik', 'afrique', 'gille', 'rémy', 'pdg', 'groupe', 'français', 'cifal', 'marge', 'cause', 'relation', 'moscou', 'pari', 'niveau', 'absurde', 'lier', 'histoire', 'commun', 'ajouter', 'secteur', 'nucléaire', 'intérêt', 'travailler']"
2025,6,20,3,"['chômage', 'jeune', 'russie', 'monde', 'rapport', 'royaume', 'uni', 'france', 'poutine']"
2025,6,20,4,"['niger', 'nationaliser', 'somaïr', 'filiale', 'géant', 'français', 'orano', 'décision', 'prendre', 'souveraineté', 'conseil', 'ministre', 'juin', 'communiqué', 'autorité', 'nigérien', 'dénoncer', 'comportement', 'irresponsable', 'illégal', 'déloyal', 'société', 'détenir', 'état', 'pari', 'hostile', 'juillet', 'soutenir', 'terrorisme', 'sahel', 'nationalisation', 'permettre', 'gestion', 'sain', 'durable', 'jouissance', 'optimal', 'richesse', 'issu', 'ressource', 'minier', 'détenteur', 'action', 'bénéficier', 'indemnité', 'compensation', 'octobre', 'annoncer', 'suspendre', 'production', 'arli', 'cause', 'incapacité', 'pouvoir', 'exporter', 'uranium', 'frontière', 'bénin', 'fermé', 'arrivée', 'militaire', 'décembre', 'perdre', 'opérationnel', 'avril', 'porter', 'plainte', 'france', 'appropriation', 'arbitraire', 'détention', 'lancer', 'procédure', 'arbitrage', 'international']"
2025,6,19,1,"['fils', 'mali', 'rentrer', 'pays', 'bâtir', 'sahel', 'jeter', 'rêver', 'avenir', 'europe', 'prendre', 'chemin', 'inverse', 'an', 'passer', 'france', 'ousmane', 'diakité', 'innover', 'inspirer', 'travers', 'startup', 'naner', 'mettre', 'isolation', 'thermique', 'base', 'matériau', 'local', 'recyclage', 'déchet', 'transformer', 'habitat', 'sahélien', 'devoir', 'jeune', 'africain', 'diaspora', 'revenir', 'savoir', 'faire', 'service', 'continent', 'affirmer', 'connaissance', 'acquérir', 'ramener', 'grandir', 'peuple', 'face', 'défi', 'climatique', 'énergétique', 'proposer', 'solution', 'concret', 'conteneur', 'isolé', 'conservation', 'alimentaire', 'maison', 'bioclimatique', 'tige', 'maïs', 'foin', 'riz', 'résidu', 'agricole', 'perdre', 'produit', 'faute', 'moyen', 'concevoir', 'alimenter', 'solaire', 'oignon', 'pomme', 'terre', 'durer', 'marché', 'assiette', 'expliquer', 'écouter', 'version', 'allégé', 'émission', 'post', 'meilleur', 'qualité', 'lecteur', 'intégré', 'site', 'pouvoir', 'retrouver', 'interview', 'entier', 'plateforme', 'podcast', 'castbox', 'casts', 'addict', 'deezer', 'sputnikradio']"
2025,6,18,1,"['journal', 'français', 'recenser', 'soldat', 'ukrainien', 'arborer', 'symbole', 'constat', 'baser', 'analyse', 'réseau', 'social', 'correspondant', 'monde', 'combattant', 'recevoir', 'formation', 'militaire', 'occident', 'france', 'repérer', 'membre', 'troisième', 'brigade', 'assaut', 'héritier', 'régiment', 'azov', 'fonder', 'militant', 'extrême', 'droite', 'radical', 'indique']"
2025,6,18,2,"['suspension', 'rfi', 'france', 'togo', 'faire', 'rapprocher', 'pays', 'ae', 'journaliste', 'malien', 'décision', 'aboutir', 'coopération', 'partenaire', 'souverainiste', 'sahel', 'alliance', 'état', 'indéniable', 'déclarer', 'mohamed', 'kenouvi', 'sputnik', 'afrique', 'rappeler', 'chef', 'diplomatie', 'togolais', 'parler', 'reprise', 'volonté', 'rejoindre', 'média', 'inscrire', 'dynamique', 'régional', 'rejet', 'influence', 'français', 'représentant', 'signal', 'politique', 'sens', 'relever', 'autorité', 'libre', 'cours', 'occidental', 'conclure', 'ignorer', 'agir', 'tournant', 'décisif', 'estimer', 'photo', 'créer', 'ia']"
2025,6,17,1,"['fois', 'bêtise', 'réaction', 'ministre', 'italien', 'plein', 'sommet', 'long', 'viral']"
